2,-10,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,80.424,198,90,132,101,50,0,0,0,0,0,0,0,80.424
7,-10,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,116,0,98,51,46,0,101.78,0,0,0,0,0,101.78
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-10,142,4,0.34337,0.36963,15.791,25,80,6.5769e+05,130.4,0.5,1,0,1.3863,4.6052,130.4,51.309,82.429,101.3,112.75,119.7,123.91,126.46,128.01,128.95,129.52,129.87,130.08,130.2,130.28,130.33,130.36,130.37,130.38,130.39,130.39,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,130.4,79,96,122,90,123,138,149,133,131,137,152,136,123,138,NaN,NaN,137,NaN,NaN,NaN,127,158,NaN,145,119,143,NaN,161,144,144,146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125,0.75,123.5,144,0,390,116,172,144,48,125,0,345,92,151,117,50,130.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-11,130,6,-3.2144,-3.0638,37.197,28,80,3.2388e+06,89.359,0.5,1,0,1.3863,4.6052,89.359,35.16,56.486,69.42,77.265,82.024,84.91,86.66,87.722,88.366,88.757,88.994,89.137,89.224,89.277,89.309,89.329,89.341,89.348,89.352,89.355,89.356,89.357,89.358,89.358,89.358,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,99,102,93,96,98,94,100,101,106,111,126,143,142,140,112,171,NaN,111.5,131,NaN,122,NaN,137,NaN,129,115,126,124,102,120,119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122,0.8666,98.601,122,0,346,99,141,117,41,0,0,0,0,0,0,0,89.359
4,-11,131,7,-6.7071,-6.3568,27.89,22,80,1.6109e+06,89.359,0.5,1,0,1.3863,4.6052,89.359,35.16,56.486,69.42,77.265,82.024,84.91,86.66,87.722,88.366,88.757,88.994,89.137,89.224,89.277,89.309,89.329,89.341,89.348,89.352,89.355,89.356,89.357,89.358,89.358,89.358,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,89.359,96,98,106,102,102,107,105,101,109,104,105,144,105,104,100,NaN,NaN,NaN,NaN,NaN,125,NaN,NaN,NaN,NaN,NaN,109,100,112,114,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,109,0.33333,100.67,109,0,278,89,129,105,38,0,0,0,0,0,0,0,89.359
4,-11,132,8,-5.0344,-4.7471,31.861,21,80,1.8297e+06,80.424,0.5,1,0,1.3863,4.6052,80.424,31.644,50.838,62.479,69.54,73.823,76.42,77.996,78.951,79.531,79.882,80.096,80.225,80.303,80.351,80.38,80.397,80.408,80.414,80.418,80.421,80.422,80.423,80.423,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,80.424,71,100,93,95,108,116,108,113,111,105,99,137,109,104,111,NaN,NaN,105,NaN,NaN,93,NaN,NaN,NaN,NaN,NaN,115,83,111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104,0.13961,103.6,104,0,295,86,125,101,39,0,0,0,0,0,0,0,80.424
4,-11,133,9,-1.5578,-1.4466,16.114,23,80,8.3799e+05,101.78,0.5,1,0,1.3863,4.6052,101.78,40.046,64.336,79.068,88.004,93.423,96.711,98.704,99.914,100.65,101.09,101.36,101.53,101.62,101.68,101.72,101.74,101.76,101.77,101.77,101.77,101.77,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,82,94,108,83,112,116,112,115,113,111,98,107,98,103,104,126,115,NaN,NaN,NaN,101,NaN,109,NaN,NaN,112,105,NaN,112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101,0.15385,105.46,101,0,308,84,121,101,35,0,0,0,0,0,0,0,101.78
4,-11,134,10,0.05127,0.11452,10.935,15,80,1.0088e+05,101.78,0.5,1,0,1.3863,4.6052,101.78,40.046,64.336,79.068,88.004,93.423,96.711,98.704,99.914,100.65,101.09,101.36,101.53,101.62,101.68,101.72,101.74,101.76,101.77,101.77,101.77,101.77,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,76,NaN,79,82,97,98,104,101,108,100,100,98,108,116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103,1.4286,85.714,84,0,204,69,102,83,36,103,0,204,40,116,84,46,101.78
