4,-10,13,1,0.34465,-0.092244,7.4709,6,80,7409,100.34,4.8158e-07,0.06892,0,89.023,5.0745e+05,100.34,36.82,38.622,39.716,40.511,41.139,41.659,42.104,42.494,42.84,43.152,43.437,43.698,43.94,44.165,44.375,44.573,44.76,44.936,45.104,45.264,45.416,45.562,45.702,45.836,45.965,46.09,46.21,46.326,46.438,46.546,46.652,46.754,46.853,46.95,47.044,47.135,47.224,47.311,47.396,47.479,47.559,47.638,47.716,47.791,47.865,47.938,48.009,48.079,48.147,48.214,48.28,48.345,48.408,48.471,48.532,48.592,48.652,48.71,48.767,48.824,48.88,48.934,48.988,49.042,49.094,49.146,49.197,49.247,49.297,49.345,49.394,49.441,49.488,49.535,49.581,49.626,49.671,49.715,49.758,49.802,37,NaN,NaN,NaN,49,NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,42,NaN,NaN,NaN,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55,0.2,38.8,55,0,98,35,91,58,29,0,0,0,0,0,0,0,199.84
2,-10,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,199.84,173,140,149,142,14,0,0,0,0,0,0,0,199.84
2,-10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,199.84,165,137,157,140,25,0,0,0,0,0,0,0,199.84
7,-10,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.84,0,0,0,0,0,199.84
7,-10,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1,163,156,160,154,23,0,199.84,0,0,0,0,0,199.84
4,-10,18,6,0.1395,-1.5815,17.527,4,80,1.2489e+05,165.77,0.0056335,0.014545,0,-0,0.12691,165.77,153.74,155.29,156.2,156.85,157.35,157.76,158.11,158.41,158.68,158.92,159.13,159.32,159.5,159.67,159.82,159.97,160.1,160.23,160.35,160.46,160.57,160.67,160.77,160.86,160.95,161.04,161.12,161.2,161.27,161.35,161.42,161.48,161.55,161.61,161.68,161.74,161.79,161.85,161.9,161.96,162.01,162.06,162.11,162.16,162.2,162.25,162.29,162.34,162.38,162.42,162.46,162.5,162.54,162.58,162.61,162.65,162.69,162.72,162.76,162.79,162.82,162.85,162.89,162.92,162.95,162.98,163.01,163.03,163.06,163.09,163.12,163.15,163.17,163.2,163.22,163.25,163.27,163.3,163.32,163.35,154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148,NaN,173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163,0.17991,151.21,163,72,180,161,170,165,7,0,0,0,0,0,0,0,199.84
4,-10,19,7,0.53391,0.37855,27.512,5,80,56054,148.4,0.5,4119.9,0,17.38,21.148,148.4,0,0,0,9.7626e-259,8.3332e-152,6.246e-90,2.0323e-53,1.2481e-31,1.5253e-18,1.1877e-10,6.9851e-06,0.0053803,0.30156,3.4602,15.19,37.248,64.171,89.25,109.02,123.08,132.48,138.53,142.33,144.69,146.14,147.02,147.56,147.89,148.09,148.21,148.29,148.33,148.36,148.37,148.38,148.39,148.39,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64,136,NaN,156,126.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,134,0.62917,112.66,134,34,166,129,151,138,14,0,0,0,0,0,0,0,273.64
4,-10,20,8,0.098575,-0.50238,3.3268,6,80,1.456e+05,131.05,7.0782e-08,0.0047379,0,-0,0.0031068,131.05,121.22,121.62,121.85,122.02,122.15,122.25,122.34,122.42,122.49,122.55,122.6,122.65,122.7,122.74,122.78,122.82,122.86,122.89,122.92,122.95,122.98,123.01,123.03,123.06,123.08,123.1,123.13,123.15,123.17,123.19,123.21,123.23,123.24,123.26,123.28,123.29,123.31,123.33,123.34,123.36,123.37,123.38,123.4,123.41,123.42,123.44,123.45,123.46,123.47,123.49,123.5,123.51,123.52,123.53,123.54,123.55,123.56,123.57,123.58,123.59,123.6,123.61,123.62,123.63,123.64,123.65,123.66,123.67,123.67,123.68,123.69,123.7,123.71,123.72,123.72,123.73,123.74,123.75,123.75,123.76,123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,NaN,NaN,NaN,NaN,NaN,NaN,121,NaN,NaN,121,NaN,NaN,125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127,0.1,118.9,127,23,136,125,130,126,7,0,0,0,0,0,0,0,347.44
4,-10,21,9,0.00010029,-1.9997,32.628,4,80,6.3096e+05,140.16,5.1953e-05,0.00054447,0,-0,-0,140.16,139.41,139.47,139.5,139.52,139.54,139.55,139.56,139.57,139.58,139.59,139.6,139.6,139.61,139.61,139.62,139.62,139.63,139.63,139.64,139.64,139.64,139.65,139.65,139.65,139.66,139.66,139.66,139.67,139.67,139.67,139.67,139.68,139.68,139.68,139.68,139.69,139.69,139.69,139.69,139.69,139.7,139.7,139.7,139.7,139.7,139.7,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.72,139.72,139.72,139.72,139.72,139.72,139.72,139.73,139.73,139.73,139.73,139.73,139.73,139.73,139.73,139.73,139.74,139.74,139.74,139.74,139.74,139.74,139.74,139.74,139.74,139.75,139.75,143.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112,NaN,NaN,153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150,0.21707,137.96,150,18,163,146,155,148,13,0,0,0,0,0,0,0,327.15
4,-10,22,10,-2.2204e-16,-2.2204e-16,5.9354,4,80,79920,157.63,0.5,2.2204e-14,0,-0,-0,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,157.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.5,NaN,NaN,NaN,NaN,149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,161,-0.16644,163.16,161,23,191,154,170,160,16,0,0,0,0,0,0,0,306.86
