2,-10,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,198,90,132,101,50,0,0,0,0,0,0,0,159,159
7,-10,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,116,0,98,51,46,0,0,0,0,0,0,0,109,109
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-10,142,4,-3.6496,-3.6496,42.886,25,80,6.5769e+05,200,0.10709,1,0,6.4724,21.501,200,20.312,38.56,54.956,69.686,82.921,94.811,105.49,115.09,123.71,131.46,138.42,144.68,150.3,155.34,159.88,163.95,167.61,170.9,173.86,176.51,178.9,181.04,182.97,184.7,186.25,187.65,188.9,190.03,191.04,191.95,192.77,193.5,194.16,194.76,195.29,195.77,196.2,196.58,196.93,197.24,197.52,197.77,198,198.2,198.39,198.55,198.7,198.83,198.95,199.05,199.15,199.24,199.31,199.38,199.45,199.5,199.55,199.6,199.64,199.68,199.71,199.74,199.77,199.79,199.81,199.83,199.85,199.86,199.88,199.89,199.9,199.91,199.92,199.93,199.94,199.94,199.95,199.95,199.96,199.96,79,96,122,90,123,138,149,133,131,137,152,136,123,138,NaN,NaN,137,NaN,NaN,NaN,127,158,NaN,145,119,143,NaN,161,144,144,146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125,0.75,123.5,144,0,390,116,172,144,48,125,0,345,92,151,117,50,200,200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-11,130,6,-2.3174,-2.3174,33.607,28,80,3.2388e+06,162,0.14079,1,0,4.9234,16.355,162,21.275,39.755,55.809,69.754,81.869,92.392,101.53,109.47,116.37,122.36,127.57,132.09,136.02,139.43,142.39,144.97,147.21,149.15,150.84,152.3,153.58,154.68,155.64,156.48,157.2,157.83,158.38,158.86,159.27,159.63,159.94,160.21,160.44,160.65,160.83,160.98,161.11,161.23,161.33,161.42,161.5,161.56,161.62,161.67,161.71,161.75,161.78,161.81,161.84,161.86,161.88,161.89,161.91,161.92,161.93,161.94,161.95,161.95,161.96,161.97,161.97,161.97,161.98,161.98,161.98,161.99,161.99,161.99,161.99,161.99,161.99,161.99,161.99,162,162,162,162,162,162,162,99,102,93,96,98,94,100,101,106,111,126,143,142,140,112,171,NaN,111.5,131,NaN,122,NaN,137,NaN,129,115,126,124,102,120,119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122,0.8666,98.601,122,0,346,99,141,117,41,0,0,0,0,0,0,0,162,162
4,-11,131,7,-7.9346,-7.9346,30.736,22,80,1.6109e+06,142,0.27404,1,0,2.5294,8.4025,142,34.037,59.915,79.59,94.55,105.92,114.57,121.15,126.14,129.94,132.83,135.03,136.7,137.97,138.94,139.67,140.23,140.65,140.98,141.22,141.41,141.55,141.66,141.74,141.8,141.85,141.89,141.91,141.93,141.95,141.96,141.97,141.98,141.98,141.99,141.99,141.99,141.99,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,96,98,106,102,102,107,105,101,109,104,105,144,105,104,100,NaN,NaN,NaN,NaN,NaN,125,NaN,NaN,NaN,NaN,NaN,109,100,112,114,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,109,0.33333,100.67,109,0,278,89,129,105,38,0,0,0,0,0,0,0,142,142
4,-11,132,8,-3.1529,-3.1529,27.084,21,80,1.8297e+06,136,0.33268,1,0,2.0836,6.9214,136,38.488,66.083,85.87,100.06,110.23,117.52,122.75,126.5,129.19,131.12,132.5,133.49,134.2,134.71,135.07,135.34,135.52,135.66,135.76,135.82,135.87,135.91,135.94,135.95,135.97,135.98,135.98,135.99,135.99,135.99,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,71,100,93,95,108,116,108,113,111,105,99,137,109,104,111,NaN,NaN,105,NaN,NaN,93,NaN,NaN,NaN,NaN,NaN,115,83,111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104,0.13961,103.6,104,0,295,86,125,101,39,0,0,0,0,0,0,0,136,136
4,-11,133,9,-3.2264,-3.0426,20.714,23,80,8.3799e+05,129,0.5,1,0,1.3863,4.6052,129,50.758,81.544,100.22,111.54,118.41,122.58,125.1,126.64,127.57,128.13,128.47,128.68,128.81,128.88,128.93,128.96,128.97,128.98,128.99,128.99,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,82,94,108,83,112,116,112,115,113,111,98,107,98,103,104,126,115,NaN,NaN,NaN,101,NaN,109,NaN,NaN,112,105,NaN,112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101,0.15385,105.46,101,0,308,84,121,101,35,0,0,0,0,0,0,0,129,129
4,-11,134,10,-1.8645,-1.8645,19.667,15,80,1.0088e+05,130,0.22736,1,0,3.0486,10.127,130,26.438,47.499,64.277,77.643,88.291,96.773,103.53,108.91,113.2,116.62,119.34,121.51,123.23,124.61,125.71,126.58,127.28,127.83,128.27,128.62,128.9,129.13,129.3,129.45,129.56,129.65,129.72,129.78,129.82,129.86,129.89,129.91,129.93,129.94,129.95,129.96,129.97,129.98,129.98,129.99,129.99,129.99,129.99,129.99,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,76,NaN,79,82,97,98,104,101,108,100,100,98,108,116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103,1.4286,85.714,84,0,204,69,102,83,36,103,0,204,40,116,84,46,130,130
